rx_shoulder,ry_shoulder,rx_elbow,ry_elbow,rx_wrist,ry_wrist,rx_forearm,ry_forearm,vx_shoulder,vy_shoulder,vx_elbow,vy_elbow,vx_wrist,vy_wrist,vx_forearm,vy_forearm,ax_shoulder,ay_shoulder,ax_elbow,ay_elbow,ax_wrist,ay_wrist,ax_forearm,ay_forearm,r_wrist,theta_wrist,distance_elbow_shoulder,x_vector_elbow_to_shoulder,y_vector_elbow_to_shoulder,angle_upperarm_vertical,angle_forearm_horizontal,angle_forearm_vertical,angle_upperarm_horizontal,angular_velocity,angular_acceleration,time,force_bicep,fx_bicep,fy_bicep,sum_moment,moment_weight,moment_forearm,px_weight,py_weight,px_forearm,py_forearm,rx_bicep,ry_bicep,angle_bicep_movement,work_i,distance_bicep,potential_energy,kinetic_energy,mechanical_energy,work_i_from_energy,curve_fit_theta
0.5706818154080308,0.7560299777201321,0.5101098097709499,0.40777900671081857,0.35856017412312946,0.1479174902469613,0.43433499194703973,0.27784824847888995,,,,,,,,,,,,,,,,,0.30000000000000004,2.792689788883695,0.3534794289287968,0.06057200563708084,0.34825097100931357,0.1722092639293932,-1.0428259626347827,2.964899052813088,1.7498638262489123,,,0.0,,,,,-1.0061145289995157,-0.5030572644997579,0,-9.81,0,-9.81,0.5302610544510218,0.3684017964255511,,,0.3913083739962727,4.176761896900601,,,,1.9750048029798226
0.5700619582587824,0.7561604739620792,0.5101424338314366,0.40781163077130533,0.3586906703650765,0.14918982860594487,0.4344165520982566,0.2785007296886251,,,,,,,,,,,,,,,,,0.2992966750787504,2.78569263128896,0.3534646601287738,0.059919524427345716,0.3483488431907738,0.170343159999667,-1.0410241891203151,2.956035791288627,1.7446684421686447,,,0.03458150514731984,,,,,-1.0230375738358586,-0.5115187869179293,0,-9.81,0,-9.81,0.5303559029057212,0.3684982841575668,,,0.39120634046118014,4.195644376869732,,,,1.973342675545857
0.5694421011095341,0.7562909702040262,0.5101750578919235,0.4078442548317921,0.35882116660702357,0.15046216696492845,0.43449811224947354,0.27915321089836026,,,,,,,,,,,,,,,,,0.29859335015750077,2.7786954736942246,0.35345112231460935,0.05926704321761059,0.34844671537223415,0.16847690662029424,-1.0392089078836417,2.9471723803145187,1.739486565810583,,,0.06916301029463968,,,,,-1.0398200268669922,-0.5199100134334961,0,-9.81,0,-9.81,0.5304511514896766,0.36859786137878386,,,0.3911038593906906,4.214526856838862,,,,1.971486301538894
0.5688222439602857,0.7564214664459733,0.5102076819524102,0.4078768788922789,0.3589516628489706,0.151734505323912,0.4345796724006904,0.27980569210809547,,,,,,,,,,,,,,,,,0.29789002523625113,2.7716983160994895,0.35343881562775475,0.058614562007875466,0.34854458755369444,0.16661051677474628,-1.0373799785533335,2.938308832874236,1.734318337546156,,,0.10374451544195953,,,,,-1.056461304042265,-0.5282306520211325,0,-9.81,0,-9.81,0.5305468033420964,0.3687005228806365,,,0.39100093406390135,4.233409336807993,,,,1.9694382983184897
0.5682023868110375,0.7565519626879211,0.5102403060128972,0.40790950295276585,0.35908215909091784,0.15300684368289563,0.43466123255190753,0.28045817331783074,,,,,,,,,,,,,,,,,0.29718670031500166,2.7647011585047556,0.353427740196818,0.05796208079814034,0.3486424597351553,0.1647440034521957,-1.0355372590045082,2.9294451619569513,1.7291638995002474,,,0.13832602058927937,,,,,-1.0729608326424314,-0.5364804163212157,0,-9.81,0,-9.81,0.5306428616212913,0.36880626319373067,,,0.3908975678062878,4.252291816777126,,,,1.9672015534282001
0.5675499056013023,0.7564432158196318,0.5102403060128972,0.4078007560844766,0.35908215909091784,0.15409431236578758,0.43466123255190753,0.2809475342251321,-0.00621942678865546,0.0065688327880216646,-0.011809922778458616,0.01020265518139191,-0.07449335906412907,0.0733053786662967,-0.04315164092129394,0.04175401692384431,,,,,,,,,0.2965287462276185,2.755211003280208,0.35332131967256475,0.0573095995884051,0.3486424597351553,0.16292229845896308,-1.0334712277622677,2.918133301739171,1.7217397755179404,-0.34744211488913146,,0.1729075257365992,,,,,-1.0962055200396013,-0.5481027600198006,0,-9.81,0,-9.81,0.5307139007834051,0.36879528894635344,1.1844146764853114,,0.3906633777671759,4.267760515056922,0.007264200564771687,4.2750247156216945,,1.9647792205243422
0.5674411587330132,0.7566607095562103,0.5096965716714512,0.4083444904259226,0.35560225930566364,0.15648674346814986,0.43264941548855745,0.2824156169470362,-0.0028301885948371613,0.007547169586236958,-0.016107616570619966,0.01254367537712214,-0.10391334421046923,0.09122990643360368,-0.0600104803905446,0.05188679090536291,,,,,,,,,0.29595984227558725,2.742980862590761,0.3530702845668676,0.05774458706156189,0.3483162191302877,0.164287874548603,-1.0217231356537275,2.907268737139364,1.7212577269370333,-0.41804089220823104,,0.20748903088391907,,,,,-1.1269105902424517,-0.5634552951212258,0,-9.81,0,-9.81,0.5305724467625246,0.3694376288111222,1.172184535795864,,0.39024327228958533,4.305632155672976,0.012707187880024166,4.318339343553,,1.9621747149295563
0.5678761462061698,0.7568782032927887,0.5089353435934268,0.4089969716356578,0.3502736627594932,0.15953165578024725,0.42960450317646,0.2842643137079525,-0.0011879803978323703,0.007826694385726633,-0.022501746358958172,0.013487071575401133,-0.13577917135234815,0.11404611819198854,-0.07914045885565306,0.06376659488369484,,,,,,,,,0.2953559556117745,2.727527652605904,0.3528390136477494,0.05894080261274297,0.34788123165713086,0.16783411887161287,-1.004321009454949,2.895361771477517,1.7232066431509547,-0.5029690774287514,,0.2420705360312389,,,,,-1.165739751056817,-0.5828698755284085,0,-9.81,0,-9.81,0.5304017943567846,0.3702034503599233,1.1567313258110072,,0.3897910960666923,4.35363846067924,0.020885945649367958,4.374524406328607,,1.959391708817436
0.5684198805476158,0.757639431370813,0.5077391280422457,0.4099756934502605,0.34298762258411714,0.16464275858983937,0.4253633753131814,0.28730922602004993,0.003948287792799079,0.008455625184580009,-0.026799440151119167,0.015129279772405925,-0.17393430648275632,0.13791054794846175,-0.10036687331693765,0.07651991386043387,,,,,,,,,0.294948936818502,2.7081937683274946,0.3529195777928856,0.06068075250537012,0.34766373792055255,0.17279797097592442,-0.9794257016898026,2.8809917393034192,1.728768066637692,-0.6017014811271564,,0.27665204117855874,,,,,-1.2151266761795119,-0.6075633380897559,0,-9.81,0,-9.81,0.5300391043669783,0.37132628063879247,1.137397441532598,,0.38958365069683004,4.4336489690230145,0.032600634341854395,4.466249603364869,,1.9564341260350162
0.5687461211524834,0.7580744188439699,0.5064341656227754,0.41095441526486326,0.3353753418038735,0.17073258321403423,0.42090475371332453,0.29084349923944874,0.00873514998406754,0.008036337985342281,-0.03249475794073193,0.01677148796941,-0.21523409560742915,0.1670160676953752,-0.12386442677408044,0.09189377783239262,,,,,,,,,0.29471874314788304,2.6845541473237873,0.3526685082151442,0.06231195552970788,0.34712000357910655,0.17761951376866983,-0.9520043157745813,2.862173661092457,1.732549831549206,-0.7111030985473086,,0.3112335463258786,,,,,-1.2758608765495705,-0.6379304382747852,0,-9.81,0,-9.81,0.5296362288482116,0.3725057816330491,1.113757820528891,,0.3889637762545635,4.528061368868668,0.049003472702377385,4.577064841571046,,1.9533061365704192
